timestamp,duration,respCode
1589536046066,232,200
1589536046059,245,200
1589536046146,343,200
1589536046070,424,200
1589536046041,452,200
1589536046171,392,200
1589536046056,510,200
1589536046209,355,200
1589536046194,374,200
1589536046118,451,200
1589536047263,59,200
1589536047414,86,200
1589536047387,120,200
1589536047434,101,200
1589536047507,131,200
1589536047526,266,200
1589536047574,223,200
1589536047597,208,200
1589536047525,283,200
1589536047594,220,200
1589536048378,55,200
1589536048477,55,200
1589536048534,72,200
1589536048536,98,200
1589536048597,100,200
1589536048725,62,200
1589536048776,91,200
1589536048820,76,200
1589536048829,99,200
1589536048899,70,200
1589536049439,79,200
1589536049494,77,200
1589536049632,102,200
1589536049594,144,200
1589536049725,110,200
1589536049828,102,200
1589536049810,169,200
1589536049822,158,200
1589536049993,102,200
1589536049970,139,200
1589536050424,113,200
1589536050652,95,200
1589536050712,170,200
1589536050764,123,200
1589536050958,137,200
1589536050908,187,200
1589536050963,133,200
1589536050981,196,200
1589536051000,227,200
1589536051199,177,200
1589536051598,83,200
1589536051745,91,200
1589536051796,247,200
1589536051875,173,200
1589536052009,111,200
1589536052000,130,200
1589536052145,105,200
1589536052237,163,200
1589536052275,130,200
1589536052429,146,200
1589536052770,64,200
1589536052815,104,200
1589536052978,86,200
1589536053059,160,200
1589536053125,155,200
1589536053137,151,200
1589536053243,175,200
1589536053370,119,200
1589536053409,138,200
1589536053659,160,200
1589536053800,93,200
1589536053975,66,200
1589536053991,60,200
1589536054240,125,200
1589536054202,168,200
1589536054267,175,200
1589536054509,148,200
1589536054464,196,200
1589536054640,81,200
1589536054833,85,200
1589536054823,161,200
1589536055151,102,200
1589536055100,163,200
1589536055321,133,200
1589536055412,183,200
1589536055463,136,200
1589536055751,97,200
1589536055801,99,200
1589536055705,206,200
1589536055869,103,200
1589536055907,109,200
1589536056326,102,200
1589536056348,96,200
1589536056545,72,200
1589536056668,67,200
1589536056698,60,200
1589536056762,70,200
1589536056901,44,200
1589536056939,118,200
1589536056956,111,200
1589536056955,136,200
1589536057351,66,200
1589536057483,48,200
1589536057558,66,200
1589536057702,52,200
1589536057727,97,200
1589536057776,74,200
1589536057871,65,200
1589536058012,58,200
1589536058072,101,200
1589536058072,118,200
1589536058446,79,200
1589536058452,98,200
1589536058554,73,200
1589536058707,45,200
1589536058798,73,200
1589536058868,68,200
1589536059017,64,200
1589536058901,336,200
1589536059198,67,200
1589536059259,70,200
1589536059479,50,200
1589536059531,64,200
1589536059618,58,200
1589536059852,120,200
1589536059840,140,200
1589536059928,85,200
1589536060022,79,200
1589536060238,107,200
1589536060232,118,200
1589536060344,65,200
1589536060448,68,200
1589536060562,67,200
1589536060738,88,200
1589536060894,65,200
1589536060919,65,200
1589536060991,58,200
1589536061110,57,200
1589536061386,56,200
1589536061390,104,200
1589536061434,98,200
1589536061439,107,200
1589536061541,106,200
1589536061835,52,200
