timestamp,duration,respCode
1589533888694,390,200
1589533888742,354,200
1589533888736,371,200
1589533888677,432,200
1589533888671,440,200
1589533888827,348,200
1589533888704,481,200
1589533888834,356,200
1589533888817,394,200
1589533888863,349,200
1589533889997,48,200
1589533890050,133,200
1589533890088,380,200
1589533890151,344,200
1589533890254,255,200
1589533890113,480,200
1589533890090,508,200
1589533890247,354,200
1589533890217,392,200
1589533890311,352,200
1589533890986,46,200
1589533891275,48,200
1589533891447,47,200
1589533891534,54,200
1589533891557,218,200
1589533891577,285,200
1589533891600,276,200
1589533891596,290,200
1589533891618,273,200
1589533891619,284,200
1589533892030,52,200
1589533892317,46,200
1589533892503,63,200
1589533892500,93,200
1589533892747,52,200
1589533892791,53,200
1589533892852,50,200
1589533892889,57,200
1589533892922,68,200
1589533892982,49,200
1589533893066,53,200
1589533893290,70,200
1589533893492,49,200
1589533893586,51,200
1589533893828,361,200
1589533893936,258,200
1589533893938,259,200
1589533893802,397,200
1589533893743,464,200
1589533893955,252,200
1589533894079,189,200
1589533894269,59,200
1589533894624,82,200
1589533894645,124,200
1589533895106,60,200
1589533895165,117,200
1589533895160,239,200
1589533895134,275,200
1589533895199,275,200
1589533895152,323,200
1589533895351,159,200
1589533895337,236,200
1589533895636,48,200
1589533895746,60,200
1589533896187,49,200
1589533896367,47,200
1589533896452,60,200
1589533896468,105,200
1589533896509,152,200
1589533896511,155,200
1589533896596,110,200
1589533896641,126,200
1589533896687,105,200
1589533896788,46,200
1589533897166,47,200
1589533897453,55,200
1589533897480,56,200
1589533897629,51,200
1589533897640,53,200
1589533897709,65,200
1589533897729,60,200
1589533897809,81,200
1589533897821,75,200
1589533897865,63,200
1589533898294,53,200
1589533898451,45,200
1589533898584,53,200
1589533898710,51,200
1589533898781,57,200
1589533898806,89,200
1589533898850,145,200
1589533898883,185,200
1589533898842,230,200
1589533898847,228,200
1589533899274,104,200
1589533899563,46,200
1589533899602,54,200
1589533899737,47,200
1589533899876,49,200
1589533899935,51,200
1589533900052,58,200
1589533900086,98,200
1589533900121,92,200
1589533900113,159,200
1589533900399,51,200
1589533900591,49,200
1589533900678,55,200
1589533900797,48,200
1589533900905,48,200
1589533900997,60,200
1589533901027,60,200
1589533901119,48,200
1589533901234,52,200
1589533901249,61,200
1589533901450,49,200
1589533901666,47,200
1589533901709,46,200
1589533901915,50,200
1589533901976,45,200
1589533902031,74,200
1589533902119,80,200
1589533902208,46,200
1589533902295,59,200
1589533902326,54,200
1589533902410,48,200
1589533902632,53,200
1589533902800,58,200
1589533902895,54,200
1589533903059,58,200
1589533903197,55,200
1589533903211,60,200
1589533903237,56,200
1589533903295,46,200
1589533903400,59,200
1589533903540,52,200
1589533903718,65,200
1589533903875,48,200
1589533904018,59,200
1589533904211,56,200
1589533904277,49,200
1589533904305,65,200
1589533904345,50,200
1589533904439,53,200
1589533904497,90,200
1589533904489,101,200
1589533904814,43,200
1589533904916,45,200
1589533905065,67,200
1589533905284,53,200
1589533905315,53,200
1589533905372,70,200
1589533905443,48,200
1589533905533,55,200
1589533905640,64,200
1589533905656,66,200
1589533905864,47,200
1589533905903,84,200
1589533906141,56,200
1589533906407,58,200
1589533906423,53,200
1589533906472,51,200
1589533906509,66,200
1589533906632,70,200
1589533906664,113,200
1589533906792,46,200
1589533906938,45,200
1589533906986,52,200
1589533907114,50,200
1589533907439,52,200
1589533907563,50,200
1589533907559,62,200
1589533907622,72,200
1589533907677,51,200
1589533907772,43,200
1589533907878,50,200
1589533908038,59,200
1589533908120,61,200
1589533908125,67,200
1589533908435,44,200
1589533908638,46,200
1589533908656,56,200
1589533908679,92,200
1589533908766,47,200
1589533908819,48,200
1589533908996,42,200
1589533909029,45,200
1589533909084,55,200
1589533909288,48,200
1589533909539,45,200
1589533909682,60,200
1589533909682,86,200
1589533909720,77,200
1589533909865,59,200
1589533909875,60,200
1589533910013,46,200
1589533910060,56,200
1589533910141,54,200
1589533910405,48,200
1589533910495,49,200
1589533910734,63,200
1589533910737,134,200
1589533910859,58,200
1589533910969,46,200
1589533911011,59,200
1589533911007,81,200
1589533911040,80,200
1589533911186,45,200
1589533911517,50,200
1589533911580,46,200
1589533911858,46,200
1589533911956,54,200
1589533911938,134,200
1589533911963,123,200
1589533912109,73,200
1589533912126,60,200
1589533912139,73,200
1589533912203,76,200
1589533912582,63,200
1589533912636,48,200
1589533912807,49,200
1589533912939,45,200
1589533913091,59,200
1589533913091,79,200
1589533913167,67,200
1589533913187,87,200
1589533913278,54,200
1589533913280,95,200
1589533913577,42,200
1589533913625,58,200
1589533913901,48,200
1589533913942,49,200
1589533914112,52,200
1589533914178,97,200
1589533914187,111,200
1589533914218,100,200
1589533914351,47,200
1589533914428,52,200
1589533914604,51,200
1589533914752,50,200
1589533915000,54,200
1589533915008,53,200
1589533915204,50,200
1589533915317,51,200
1589533915331,73,200
1589533915337,68,200
1589533915404,89,200
1589533915502,51,200
1589533915593,51,200
1589533915782,49,200
1589533915998,44,200
1589533916118,46,200
1589533916317,50,200
1589533916406,52,200
1589533916449,74,200
1589533916476,91,200
1589533916541,122,200
1589533916501,166,200
1589533916713,52,200
1589533916915,50,200
1589533917047,48,200
1589533917218,48,200
1589533917378,45,200
1589533917484,44,200
1589533917521,57,200
1589533917578,46,200
1589533917651,48,200
1589533917693,104,200
1589533917708,94,200
1589533917903,51,200
1589533918156,52,200
1589533918247,47,200
1589533918461,49,200
1589533918585,52,200
1589533918603,54,200
1589533918667,49,200
1589533918696,54,200
1589533918821,50,200
1589533918895,57,200
1589533919021,50,200
1589533919150,62,200
1589533919331,48,200
1589533919546,46,200
1589533919648,47,200
1589533919698,63,200
1589533919714,69,200
1589533919801,49,200
1589533919803,64,200
1589533919908,51,200
1589533920076,59,200
1589533920152,64,200
1589533920369,50,200
1589533920560,43,200
1589533920699,66,200
1589533920754,52,200
1589533920802,50,200
1589533920868,97,200
1589533920863,114,200
1589533920897,109,200
1589533921185,58,200
1589533921203,67,200
1589533921435,43,200
1589533921566,43,200
1589533921740,45,200
1589533921809,47,200
1589533921830,48,200
1589533922031,52,200
1589533922047,61,200
1589533922079,117,200
1589533922239,52,200
1589533922269,52,200
1589533922567,77,200
1589533922579,70,200
1589533922720,47,200
1589533922841,63,200
1589533922944,60,200
1589533923015,43,200
1589533923107,60,200
1589533923111,64,200
1589533923200,52,200
1589533923387,47,200
1589533923676,57,200
1589533923700,75,200
1589533923697,84,200
1589533923880,47,200
1589533923997,52,200
1589533924034,55,200
1589533924184,60,200
1589533924192,57,200
1589533924293,46,200
1589533924359,48,200
1589533924766,91,200
1589533924776,108,200
1589533924784,101,200
1589533924903,47,200
1589533925025,46,200
1589533925136,59,200
1589533925170,50,200
1589533925223,64,200
1589533925392,47,200
1589533925468,49,200
1589533925818,42,200
1589533925906,49,200
1589533925949,45,200
1589533926045,51,200
1589533926107,60,200
1589533926119,61,200
1589533926262,54,200
1589533926292,49,200
1589533926433,60,200
1589533926438,63,200
1589533926837,46,200
1589533926935,58,200
1589533926957,51,200
1589533927072,42,200
1589533927106,51,200
1589533927170,44,200
1589533927289,53,200
1589533927435,50,200
1589533927474,47,200
1589533927572,43,200
1589533927942,44,200
1589533928016,45,200
1589533928066,56,200
1589533928065,58,200
1589533928123,58,200
1589533928191,45,200
1589533928387,50,200
1589533928397,50,200
1589533928537,45,200
1589533928691,45,200
1589533928952,70,200
1589533928999,49,200
1589533929086,62,200
1589533929110,64,200
1589533929268,49,200
1589533929311,43,200
1589533929409,45,200
1589533929448,59,200
1589533929648,41,200
1589533929731,45,200
1589533930026,45,200
